Approved_symbol	Locus	Chromosome
USP9YP18	Yq11.223	Y
USP9YP19	Yq11.23	Y
USP9YP20	Yq11.23	Y
USP9YP21	Yq11.23	Y
USP9YP22	Yp11.2	Y
USP9YP23	Yq11.222	Y
USP9YP24	Yq11.223	Y
USP9YP25	Yq11.223	Y
USP9YP26	Yq11.23	Y
USP9YP27	Yq11.222	Y
USP9YP28	Yq11.222	Y
USP9YP29	Yq11.223	Y
USP9YP30	Yq11.23	Y
USP9YP31	Yq11.23	Y
USP9YP32	Yq11.222	Y
USP9YP33	Yq11.23	Y
USP9YP34	Yq11.222	Y
USP9YP35	Yq11.23	Y
USP9YP36	Yq11.23	Y
USP10	16q24.1	16
USP10P1	14q11.2	14
USP10P2	14q11.1	14
USP11	Xp11.3	X
USP12	13q12.13	13
USP12-AS1	13q12.13	13
USP12-DT	13q12.13	13
USP12P1	5q33-q34	5
USP12P2	2q23.1	2
USP12P3	9q21.11	9
USP12PX	Xq21.31	X
USP12PY	Yp11.2	Y
USP13	3q26.33	3
USP14	18p11.32	18
USP15	12q14.1	12
USP16	21q21	21
USP17L1	8p23.1	8
USP17L2	8p23.1	8
USP17L3	8p23.1	8
USP17L4	8p23.1	8
USP17L5	4p16.1	4
USP17L6P	4p16.1	4
USP17L7	8p23.1	8
USP17L8	8p23.1	8
USP17L9P	4p16.1	4
USP17L10	4p16.1	4
USP17L11	4p16.1	4
USP17L12	4p16.1	4
USP17L13	4p16.1	4
USP17L14P	4p16.1	4
USP17L15	4p16.1	4
USP17L16P	4p16.1	4
USP17L17	4p16.1	4
USP17L18	4p16.1	4
USP17L19	4p16.1	4
USP17L20	4p16.1	4
USP17L21	4p16.1	4
USP17L22	4p16.1	4
USP17L23	4p16.1	4
USP17L24	4p16.1	4
USP17L25	4p16.1	4
USP17L26	4p16.1	4
USP17L27	4p16.1	4
USP17L28	4p16.1	4
USP17L29	4p16.1	4
USP17L30	4p16.1	4
USP18	22q11.2	22
USP19	3p21.31	3
USP20	9q34.2	9
USP21	1q23.3	1
USP21P1	2q36.1	2
USP21P2	2p12	2
USP22	17p11.2	17
USP24	1p32.3	1
USP24P1	13q12.11	13
USP25	21q21.1	21
USP26	Xq26.2	X
USP27X	Xp11.23	X
USP27X-DT	Xp11.23	X
USP28	11q23.2	11
USP29	19q13.43	19
USP30	12q24.11	12
USP30-AS1	12q24.11	12
USP31	16p12.2	16
USP32	17q23.3	17
USP32P1	17p11.2	17
USP32P2	17p11.2	17
USP32P3	17p11.2	17
USP32P4	17q23.2	17
USP33	1p31.1	1
USP34	2p15	2
USP34-DT	2p15	2
USP35	11q14.1	11
USP36	17q25.3	17
USP37	2q35	2
USP37P1	Xq21.32	X
USP38	4q31.21	4
USP38-DT	4q31.21	4
USP39	2p11.2	2
USP40	2q37.1	2
USP41	22q11.21	22
USP42	7p22.1	7
USP43	17p13.1	17
USP44	12q22	12
USP45	6q16.2	6
USP46	4q12	4
USP46-DT	4q12	4
USP47	11p15.3	11
USP48	1p36.12	1
USP49	6p21.1	6
USP50	15q21.1	15
USP51	Xp11.21	X
USP53	4q26	4
USP54	10q22.2	10
USPL1	13q12.3	13
UST	6q25.1	6
UST-AS1	6q25.1	6
UST-AS2	6q25.1	6
UTF1	10q26.3	10
UTP3	4q13.3	4
UTP4	16q22.1	16
UTP6	17q11.2	17
UTP11	1p34.3	1
UTP14A	Xq26.1	X
UTP14C	13q14.3	13
UTP15	5q13.2	5
UTP18	17q21.33	17
UTP20	12q23.2	12
UTP23	8q24.11	8
UTP25	1q32.2	1
UTRN	6q24.2	6
UTS2	1p36.23	1
UTS2B	3q28	3
UTS2R	17q25.3	17
UTY	Yq11.221	Y
UVRAG	11q13.5	11
UVRAG-DT	11q13.5	11
UVSSA	4p16.3	4
UXS1	2q12.2	2
UXT	Xp11.23	X
UXT-AS1	Xp11.23	X
VAC14	16q22.1-q22.2	16
VAC14-AS1	16q22.1	16
VAMP1	12p13.31	12
VAMP1-AS1	12p13.31	12
VAMP2	17p13.1	17
VAMP3	1p36.23	1
VAMP4	1q24.3	1
VAMP5	2p11.2	2
VAMP7	Xq28 and Yq12	X
VAMP8	2p11.2	2
VAMP9P	4q21.22	4
VANGL1	1p13.1	1
VANGL2	1q23.2	1
VAPA	18p11.22	18
VAPB	20q13.32	20
VARS1	6p21.33	6
VARS2	6p21.33	6
VASH1	14q24.3	14
VASH1-AS1	14q24.3	14
VASH1-DT	14q24.3	14
VASH2	1q32.3	1
VASN	16p13.3	16
VASP	19q13.32	19
VAT1	17q21.31	17
VAT1L	16q23.1	16
VAV1	19p13.3	19
VAV2	9q34.2	9
VAV3	1p13.3	1
VAV3-AS1	1p13.3	1
VAX1	10q25.3	10
VAX2	2p13.3	2
VBP1	Xq28	X
VCAM1	1p21.2	1
VCAN	5q14.2-q14.3	5
VCAN-AS1	5q14.3	5
VCF	22q11.21-q11.23	22
VCL	10q22.2	10
VCP	9p13.3	9
VCPIP1	8q13.1	8
VCPKMT	14q21.3	14
VCX	Xp22.31	X
VCX2	Xp22.31	X
VCX3A	Xp22.31	X
VCX3B	Xp22.31	X
VCY	Yq11.221	Y
VCY1B	Yq11.221	Y
VDAC1	5q31.1	5
VDAC1P1	Xq21.1	X
VDAC1P2	Xp11.23	X
VDAC1P3	Xq21.31	X
VDAC1P4	1q25.3	1
VDAC1P5	12q13.2	12
VDAC1P6	Yp11.2	Y
VDAC1P7	3p12.3	3
VDAC1P8	6q24.2	6
VDAC1P9	1q23.1	1
VDAC1P10	1q41	1
VDAC1P11	9q22.32	9
VDAC1P12	13q13.2	13
VDAC1P13	2p21	2
VDAC2	10q22.2	10
VDAC2P1	21q21.1	21
VDAC2P2	12p13.31	12
VDAC2P3	1p12	1
VDAC2P4	2q21.3	2
VDAC2P5	2p14	2
VDAC3	8p11.21	8
VDAC3P1	14q32.2	14
VDI	16	16
VDR	12q13.11	12
VEGFA	6p21.1	6
VEGFB	11q13.1	11
VEGFC	4q34.3	4
VEGFD	Xp22.2	X
VENTX	10q26.3	10
VENTXP1	Xp21.3	X
VENTXP2	13q31.1	13
VENTXP3	12q21.1	12
VENTXP4	3p24.1	3
VENTXP5	8p12	8
VENTXP6	8q21.11	8
VENTXP7	3p24.3	3
VENTXP8	Xp21.3	X
VEPH1	3q25.31-q25.32	3
VEZF1	17q22	17
VEZF1P1	3q29	3
VEZT	12q22	12
VEZTP1	Xp11.3	X
VGF	7q22.1	7
VGLL1	Xq26.3	X
VGLL2	6q22.1	6
VGLL3	3p12.1	3
VGLL4	3p25.3-p25.2	3
VGR	reserved	reserved
VHL	3p25.3	3
VHLL	1q22	1
VHLP	1q12	1
VIAAT	20q11.23	20
VIL1	2q35	2
VILL	3p22.2	3
VIM	10p13	10
VIM-AS1	10p13	10
VIM2P	6q22.32	6
VINAC1P	2q14.1	2
VIP	6q25.2	6
VIPAS39	14q24.3	14
VIPR1	3p22.1	3
VIPR1-AS1	3p22.1	3
VIPR2	7q36.3	7
VIRMA	8q22.1	8
VIRMA-DT	8q22.1	8
VIS1	2q14-q21	2
VIT	2p22.2	2
VKCFD2	16p12-q21	16
VKORC1	16p11.2	16
VKORC1L1	7q11.21	7
VKORC1P1	Xp21.3	X
VKORC1P2	1p32	1
VLDLR	9p24.2	9
VLDLR-AS1	9p24.2	9
VMA21	Xq28	X
VMAC	19p13.3	19
VMD1	8q24.3	8
VMGLOM	1p22-p21	1
VMO1	17p13.2	17
VMP1	17q23.1	17
VN1R1	19q13.4	19
VN1R2	19q13.42	19
VN1R3	16p11.2	16
VN1R4	19q13.42	19
VN1R5	1q44	1
VN1R6P	19q13.42	19
VN1R7P	21p11.2	21
VN1R8P	21q11.2	21
VN1R9P	22q11.1	22
VN1R10P	6p22.1	6
VN1R11P	6p22.2	6
VN1R12P	6p22.2	6
VN1R13P	6p22.2	6
VN1R14P	6p22-p21	6
VN1R15P	1q42.13	1
VN1R16P	1q44	1
VN1R17P	1q44	1
VN1R18P	2p16.3	2
VN1R19P	2q21.2	2
VN1R20P	3p25.1	3
VN1R21P	3p25.1	3
VN1R22P	4q25	4
VN1R23P	4q25	4
VN1R24P	7p11.2	7
VN1R25P	7p11.2	7
VN1R26P	7p11.2	7
VN1R27P	7p11.2	7
VN1R28P	7p11.2	7
VN1R29P	7p11.2	7
VN1R30P	7q11.21	7
VN1R31P	7q11.21	7
VN1R32P	7q11.21	7
VN1R33P	7q11.21	7
VN1R34P	7q11.21	7
VN1R35P	7q11.21	7
VN1R36P	7q11.21	7
VN1R37P	7q11.21	7
VN1R38P	7q11.21	7
VN1R39P	7q11.21	7
VN1R40P	7q11.21	7
VN1R41P	7q11.21	7
VN1R42P	7q11.21	7
VN1R43P	7q11.21	7
VN1R44P	7	7
VN1R45P	8p11.21	8
VN1R46P	8p11.1	8
VN1R47P	9p13.3	9
VN1R48P	9p13.1	9
VN1R49P	9q13	9
VN1R50P	9q21.11	9
VN1R51P	9q22.33	9
VN1R52P	9q22.33	9
VN1R53P	10p11.21	10
VN1R54P	10q11.21	10
VN1R55P	10q23.31	10
VN1R56P	11p15.4	11
VN1R57P	12q21.31	12
VN1R58P	13q11	13
VN1R59P	14q23.1	14
VN1R60P	15q11.2	15
VN1R61P	15q11.2	15
VN1R62P	15q11.2	15
VN1R63P	15q11.2	15
VN1R64P	16p11.2	16
VN1R65P	16p11.2	16
VN1R66P	16p11.2	16
VN1R67P	16p11.2	16
VN1R68P	16p11.2	16
VN1R69P	16p11.2	16
VN1R70P	16p11.1	16
VN1R71P	17q11.1	17
VN1R72P	17	17
VN1R73P	18p11.21	18
VN1R74P	18p11.21	18
VN1R75P	18p11.21	18
VN1R76P	18q21.2	18
VN1R77P	19p12	19
VN1R78P	19p12	19
VN1R79P	19p12	19
VN1R80P	19p12	19
VN1R81P	19p12	19
VN1R82P	19p12	19
VN1R83P	19p12	19
VN1R84P	19p12	19
VN1R85P	19p12	19
VN1R86P	19p12	19
VN1R87P	19p12	19
VN1R88P	19p12	19
VN1R89P	19p12	19
VN1R90P	19p12	19
VN1R91P	19p12	19
VN1R92P	19p12	19
VN1R93P	19p12	19
VN1R94P	19p12	19
VN1R95P	19q11	19
VN1R96P	19q13.2	19
VN1R97P	19q13.33	19
VN1R98P	19q13.41	19
VN1R99P	19q13.41	19
VN1R100P	19q13.41	19
VN1R101P	19q13.42	19
VN1R102P	19q13.42	19
VN1R103P	19q13.42	19
VN1R104P	19q13.42	19
VN1R105P	19q13.42	19
VN1R106P	19q13.42	19
VN1R107P	19q13.43	19
VN1R108P	20p11.1	20
VN1R109P	21q11.2	21
VN1R110P	Xp11.23	X
VN1R111P	13q11	13
VN1R112P	22	22
VN2R1P	3q25.31	3
VN2R2P	5q35.3	5
VN2R3P	9p12	9
VN2R4P	9p13.1	9
VN2R5P	9p12	9
VN2R6P	9p11.1	9
VN2R7P	9q12	9
VN2R8P	9	9
VN2R9P	11q12.1	11
VN2R10P	16q23.1	16
VN2R11P	19p13.3	19
VN2R12P	19p13.2	19
VN2R13P	19p13.2	19
VN2R14P	19p13.2	19
VN2R15P	19p13.2	19
VN2R16P	19p13.2	19
VN2R17P	19q13.43	19
VN2R18P	19q13.43	19
VN2R19P	19q13.43	19
VN2R20P	21q21.2	21
VN2R21P	19p13.2	19
VNN1	6q23.2	6
VNN2	6q23.2	6
VNN2-AS1	6q23.2	6
VNN3P	6q23.2	6
VOPP1	7p11.2	7
VOPP1-DT	7p11.2	7
VP	14q	14
VPREB1	22q11.22	22
VPREB3	22q11.23	22
VPS4A	16q23.1	16
VPS4B	18q21.33	18
VPS8	3q27.2	3
VPS9D1	16q24.3	16
VPS9D1-AS1	16q24.3	16
VPS11	11q23.3	11
VPS11-DT	11q23.3	11
VPS13A	9q21.2	9
VPS13A-AS1	9q21.2	9
VPS13B	8q22.2	8
VPS13B-DT	8q22.2	8
VPS13C	15q22.2	15
VPS13C-DT	15q22.2	15
VPS13D	1p36.22-p36.21	1
VPS16	20p13	20
VPS18	15q15.1	15
VPS25	17q21.31	17
VPS25P1	1p12	1
VPS26A	10q22.1	10
VPS26AP1	3q13.31	3
VPS26B	11q25	11
VPS26BP1	3p21.31	3
VPS26C	21q22.13	21
VPS26CP1	2q33.3	2
VPS28	8q24.3	8
VPS29	12q24.11	12
VPS33A	12q24.31	12
VPS33B	15q26.1	15
VPS33B-DT	15q26.1	15
VPS35	16q11.2	16
VPS35L	16p12.3	16
VPS35P1	16p11.2	16
VPS36	13q14.3	13
VPS37A	8p22	8
VPS37B	12q24.31	12
VPS37C	11q12.2	11
VPS37D	7q11.23	7
VPS39	15q15.1	15
VPS39-DT	15q15.1	15
VPS41	7p14.1	7
VPS45	1q21.2	1
VPS45B	reserved	reserved
VPS50	7q21.2-q21.3	7
VPS51	11q13.1	11
VPS51P1	16p13.3	16
VPS51P2	7q21.3	7
VPS51P3	12p13.31	12
VPS51P4	3p12.3	3
VPS51P5	11p15.4	11
VPS51P6	3q21.2	3
VPS51P7	4p16.1	4
VPS51P8	8p23.1	8
VPS51P9	8p23.1	8
VPS51P10	3q22.1	3
VPS51P11	11q13.4	11
VPS51P12	8p23.1	8
VPS51P13	4p16.3	4
VPS51P14	8p23.1	8
VPS51P15	8p23.1	8
VPS51P16	8p23.1	8
VPS51P17	11q13.2	11
VPS51P18	4p16.1	4
VPS51P19	8p23.1	8
VPS52	6p21.32	6
VPS53	17p13.3	17
VPS54	2p15-p14	2
VPS72	1q21.3	1
VRK1	14q32.2	14
VRK2	2p16.1	2
VRK3	19q13.33	19
VRK3P1	4p15.2	4
VRNI	11q13	11
VRTN	14q24.3	14
VSIG1	Xq22.3	X
VSIG2	11q24.2	11
VSIG4	Xq12	X
VSIG6	15q11.2	15
VSIG7	15q11.2	15
VSIG8	1q23.2	1
VSIG10	12q24.23	12
VSIG10L	19q13.41	19
VSIG10L-AS1	19q13.41	19
VSIG10L2	11q24.2	11
VSIR	10q22.1	10
VSNL1	2p24.2	2
VSTM1	19q13.42	19
VSTM2A	7p11.2	7
VSTM2A-OT1	7p11.2	7
VSTM2B	19q12	19
VSTM2B-DT	19q12	19
VSTM2L	20q11.23	20
VSTM4	10q11.23	10
VSTM5	11q21	11
VSX1	20p11.21	20
VSX2	14q24.3	14
VTA1	6q24.1-q24.2	6
VTA1P1	6q27	6
VTA1P2	8q21.3	8
VTCN1	1p13.1-p12	1
VTI1A	10q25.2	10
VTI1B	14q24.1	14
VTI1BP1	3q12.1	3
VTI1BP2	4q35.1	4
VTI1BP3	12q13.13	12
VTI1BP4	9q34.11	9
VTLO1	reserved	reserved
VTN	17q11.2	17
VTNR	reserved	reserved
VTRNA1-1	5q31.3	5
VTRNA1-2	5q31.3	5
VTRNA1-3	5q31.3	5
VTRNA2-1	5q31.1	5
VTRNA2-2P	2p14	2
VTRNA3-1P	Xp11.22	X
VWA1	1p36.33	1
VWA2	10q25.3	10
VWA3A	16p12.2	16
VWA3B	2q11.2	2
VWA5A	11q24.2	11
VWA5B1	1p36.12	1
VWA5B2	3q27.1	3
VWA7	6p21.33	6
VWA8	13q14.11	13
VWA8-AS1	13q14.11	13
VWA8P1	5q13.1	5
VWC2	7p12.2	7
VWC2L	2q34-q35	2
VWC2L-IT1	2q35	2
VWCE	11q12.2	11
VWDE	7p21.3	7
VWF	12p13.31	12
VWFP1	22q11.1	22
VWS	1q32-q41	1
VXN	8q13.1	8
WAC	10p12.1	10
WAC-AS1	10p12.1	10
WAKMAR1	20p11.21	20
WAKMAR2	6q23.3	6
WAPL	10q23.2	10
WAPL-DT	10q23.2	10
WARBM1	reserved	reserved
WARS1	14q32.2	14
WARS1P1	11q12.1	11
WARS2	1p12	1
WARS2-AS1	1p12	1
WARS2-IT1	1p12	1
WARS2P1	10q23.1	10
WAS	Xp11.23	X
WASF1	6q21	6
WASF1P1	2q12.3	2
WASF2	1p36.11	1
WASF3	13q12.13	13
WASF3-AS1	13q12.13	13
WASF4P	Xp11.23	X
WASF5P	6p21.33	6
WASH2P	2q14.1	2
WASH3P	15q26.3	15
WASH4P	16p13.3	16
WASH5P	19p13.3	19
WASH6P	Xq28 and Yq12	X
WASH7P	1p36.33	1
WASH8P	12p13.33	12
WASH9P	1p36.33	1
WASHC1	9p24.3	9
WASHC2A	10q11.23	10
WASHC2C	10q11.22	10
WASHC2D	10q11.23	10
WASHC3	12q23.2	12
WASHC3P1	Xq13.1	X
WASHC4	12q23.3	12
WASHC5	8q24.13	8
WASHC5-AS1	8q24.13	8
WASIR1	Xq28 and Yq12	X
WASIR2	16p13.3	16
WASL	7q31.32	7
WASL-DT	7q31.32	7
WBP1	2p13.1	2
WBP1L	10q24.32	10
WBP1LP1	7q34	7
WBP1LP2	7q22.3	7
WBP1LP3	8p23.3	8
WBP1LP4	5q35.3	5
WBP1LP5	15q26.3	15
WBP1LP6	1p36.33	1
WBP1LP7	1p36.33	1
WBP1LP8	6q27	6
WBP1LP9	9q34.3	9
WBP1LP10	11p15.5	11
WBP1LP11	19p13.3	19
WBP1LP12	6p25.3	6
WBP1P1	2p11.2	2
WBP1P2	2p11.2	2
WBP2	17q25.1	17
WBP2NL	22q13.2	22
WBP2P1	18q11.2	18
WBP4	13q14.11	13
WBP11	12p12.3	12
WBP11P1	18q12.1	18
WBP11P2	2q14.3	2
WBP11P3	Xq21.1	X
WBS2	4q33-q35.1	4
WBSCR2	7q11.23	7
WBSCR3	7q11.23	7
WBSCR23	7q11.23	7
WD	17q12-q21	17
WDCP	2p23.3	2
WDFY1	2q36.1	2
WDFY2	13q14.3	13
WDFY2-AS1	13q14.3	13
WDFY3	4q21.23	4
WDFY3-AS1	4q21.23	4
WDFY3-AS2	4q21.23	4
WDFY4	10q11.23	10
WDHD1	14q22.2-q22.3	14
WDPCP	2p15	2
WDR1	4p16.1	4
WDR3	1p12	1
WDR4	21q22.3	21
WDR4P1	Xq26.3	X
WDR4P2	2p13.3	2
WDR5	9q34.2	9
WDR5-DT	9q34.2	9
WDR5B	3q21.1	3
WDR5B-DT	3q21.1	3
WDR6	3p21.31	3
WDR7	18q21.31	18
WDR7-OT1	18q21.31	18
WDR11	10q26.12	10
WDR11-DT	10q26.12	10
WDR12	2q33.2	2
WDR13	Xp11.23	X
WDR17	4q34.2	4
WDR18	19p13.3	19
WDR19	4p14	4
WDR20	14q32.31	14
WDR24	16p13.3	16
WDR25	14q32.2	14
WDR26	1q42.11-q42.12	1
WDR27	6q27	6
WDR31	9q32	9
WDR33	2q14.3	2
WDR35	2p24.1	2
WDR35-DT	2p24.1	2
WDR36	5q22.1	5
WDR37	10p15.3	10
WDR38	9q33.3	9
WDR41	5q13.3-q14.1	5
WDR43	2p23.2	2
WDR44	Xq24	X
WDR45	Xp11.23	X
WDR45B	17q25.3	17
WDR45BP1	17q11.2	17
WDR45P1	4q31.3	4
WDR46	6p21.32	6
WDR47	1p13.3	1
WDR48	3p22.2	3
WDR49	3q26.1	3
WDR53	3q29	3
WDR53P1	3p14.3	3
WDR54	2p13.1	2
WDR55	5q31.3	5
WDR59	16q23.1	16
WDR62	19q13.12	19
WDR64	1q43	1
WDR70	5p13.2	5
WDR70P1	3q25.1	3
WDR72	15q21.3	15
WDR73	15q25.2	15
WDR74	11q12.3	11
WDR75	2q32.2	2
WDR76	15q15.3	15
WDR77	1p13.2	1
WDR77P1	4q31.3	4
WDR81	17p13.3	17
WDR82	3p21.2	3
WDR82P1	3q11.2	3
WDR82P2	1p22.1	1
WDR83	19p13.13	19
WDR83OS	19p13.13	19
WDR86	7q36.1	7
WDR86-AS1	7q36.1	7
WDR87	19q13.13	19
WDR87BP	19q13.13	19
WDR88	19q13.11	19
WDR89	14q23.2	14
WDR90	16p13.3	16
WDR91	7q33	7
WDR93	15q26.1	15
WDR95P	13q12.3	13
WDR97	8q24.3	8
WDSUB1	2q24.2	2
WDTC1	1p36.11	1
WDTC1-DT	1p36.11	1
WEE1	11p15.4	11
WEE1P1	4p16.3	4
WEE1P2	17p11.1	17
WEE2	7q34	7
WEE2-AS1	7q34	7
WEE2P1	11p13	11
WFDC1	16q24.1	16
WFDC2	20q13.12	20
WFDC3	20q13.12	20
WFDC5	20q13.12	20
WFDC6	20q13.12	20
WFDC8	20q13.12	20
WFDC9	20q13.12	20
WFDC10A	20q13.12	20
WFDC10B	20q13.12	20
WFDC11	20q13.12	20
WFDC12	20q13.12	20
WFDC13	20q13.11	20
WFDC21P	17q23.1	17
WFIKKN1	16p13.3	16
WFIKKN2	17q21.33	17
WFS1	4p16.1	4
WFS2	4q22-q24	4
WHAMM	15q25.2	15
WHAMMP1	15q13.3	15
WHAMMP2	15q13.1	15
WHAMMP3	15q11.2	15
WHAMMP4	15q13.2	15
WHCR	4p16	4
WHRN	9q32	9
WHSC1L1P	17q21.31	17
WHSC1L2P	17q21.31	17
WIF1	12q14.3	12
WIPF1	2q31.1	2
WIPF2	17q21.2	17
WIPF3	7p14.3	7
WIPI1	17q24.2	17
WIPI2	7p22.1	7
WISP1-OT1	8q24.22	8
WIZ	19p13.12	19
WIZP1	11p14.3	11
WLS	1p31.3	1
WMS	15q21.1	15
WNK1	12p13.33	12
WNK2	9q22.31	9
WNK3	Xp11.22	X
WNK4	17q21.2	17
WNT1	12q13.12	12
WNT2	7q31.2	7
WNT2B	1p13.2	1
WNT3	17q21.31-q21.32	17
WNT3A	1q42.13	1
WNT4	1p36.12	1
WNT5A	3p14.3	3
WNT5A-AS1	3p14.3	3
WNT5B	12p13.33	12
WNT6	2q35	2
WNT7A	3p25.1	3
WNT7B	22q13.31	22
WNT8A	5q31.2	5
WNT8B	10q24.31	10
WNT9A	1q42.13	1
WNT9B	17q21.32	17
WNT10A	2q35	2
WNT10B	12q13.12	12
WNT11	11q13.5	11
WNT16	7q31.31	7
WRAP53	17p13.1	17
WRAP73	1p36.32	1
WRN	8p12	8
WRNIP1	6p25.2	6
WS2A	3p14.2-p13	3
WS2B	1p21-p13.3	1
WSB1	17q11.1	17
WSB2	12q24.23	12
WSCD1	17p13.2	17
WSCD2	12q23.3	12
WSN	Xq27.3-qter	X
WSPAR	5q31.1	5
WT1	11p13	11
WT1-AS	11p13	11
WT2	11p15.5	11
WTAP	6q25.3	6
WTAPP1	11q22.2	11
WTIP	19q13.11	19
WTS	Xp11.3-q21	X
WWC1	5q34	5
WWC2	4q35.1	4
WWC2-AS1	4q35.1	4
WWC2-AS2	4q35.1	4
WWC3	Xp22.2	X
WWC3-AS1	Xp22.2	X
WWOX	16q23.1-q23.2	16
WWOX-AS1	16q23.1	16
WWP1	8q21.3	8
WWP1-AS1	8q21.3	8
WWP1P1	3q12.1	3
WWP2	16q22.1	16
WWS	Xq11-q22	X
WWTR1	3q25.1	3
WWTR1-AS1	3q25.1	3
WWTR1-IT1	3q25.1	3
XAB2	19p13.2	19
XACT	Xq23	X
XAF1	17p13.2	17
XAGE1A	Xp11.22	X
XAGE1B	Xp11.22	X
XAGE1C	Xp11.22	X
XAGE1D	Xp11.22	X
XAGE1E	Xp11.22	X
XAGE2	Xp11.22	X
XAGE2B	Xp11.22	X
XAGE3	Xp11.22	X
XAGE5	Xp11.22	X
XBP1	22q12.1	22
XBP1P1	5q22.2	5
XBX1	1p36.3	1
XCE	Xq13	X
XCL1	1q24.2	1
XCL2	1q24.2	1
XCR1	3p21.31	3
XDH	2p23.1	2
XG	Xp22.33	X
XGR	Xp22.32 and Yp11	X
XGY1	Yq11.221	Y
XGY2	Yp11.2	Y
XIAP	Xq25	X
XIAP-AS1	Xq25	X
XIAPP1	10q25.1	10
XIAPP2	11q14.2	11
XIAPP3	2q14.1	2
XIC	Xq12-q13	X
XIRP1	3p22.2	3
XIRP2	2q24.3	2
XIRP2-AS1	2q24.3	2
XIST	Xq13.2	X
XK	Xp21.1	X
XKR3	22q11.1	22
XKR4	8q12.1	8
XKR4-AS1	8q12.1	8
XKR5	8p23.1	8
XKR6	8p23.1	8
XKR7	20q11.21	20
XKR8	1p35.3	1
XKR9	8q13.3	8
XKRX	Xq22.1	X
XKRY	Yq11.222	Y
XKRYP1	Yq11.222	Y
XKRYP2	Yq11.222	Y
XKRYP3	Yq11.223	Y
XKRYP4	Yq11.23	Y
XKRYP5	Yq11.23	Y
XKRYP6	Yq11.23	Y
XKRYP7	Yq11.222	Y
XM	X	X
XNDC1CP	11p15.4	11
XNDC1N	11q13.4	11
XNDC1N-ZNF705EP-ALG1L9P	11q13.4	11
XPA	9q22.33	9
XPC	3p25.1	3
XPC-AS1	3p25.1	3
XPNPEP1	10q25.1	10
XPNPEP2	Xq26.1	X
XPNPEP3	22q13.2	22
XPNPEPL	10q25.3	10
XPO1	2p15	2
XPO4	13q12.11	13
XPO5	6p21.1	6
XPO6	16p12.1	16
XPO7	8p21.3	8
XPOT	12q14.2	12
XPOTP1	20q11.22	20
XPR1	1q25.3	1
XRCC1	19q13.31	19
XRCC2	7q36.1	7
XRCC3	14q32.33	14
XRCC4	5q14.2	5
XRCC5	2q35	2
XRCC6	22q13.2	22
XRCC6BP2	14q32.11	14
XRCC6P1	10q23.33	10
XRCC6P2	Xq28	X
XRCC6P3	1q41	1
XRCC6P4	8q12.3	8
XRCC6P5	Xq22.1	X
XRCC8	reserved	reserved
XRN1	3q23	3
XRN2	20p11.22	20
XRRA1	11q13.4	11
XS	Xp21.2-q21.1	X
XWNPEP	reserved	reserved
XXYLT1	3q29	3
XXYLT1-AS1	3q29	3
XXYLT1-AS2	3q29	3
XYLB	3p22.2	3
XYLT1	16p12.3	16
XYLT2	17q21.33	17
YAE1	7p14.1	7
YAE1-DT	7p14.1	7
YAF2	12q12	12
YAM1	16p11.2	16
YAP1	11q22.1	11
YAP1P1	6q24.3	6
YAP1P2	Xq23	X
YAP1P3	6q22.32	6
YARS1	1p35.1	1
YARS2	12p11.21	12
YBEY	21q22.3	21
YBX1	1p34.2	1
YBX1P1	14q23.3	14
YBX1P2	7q22.3	7
YBX1P3	3q13.31	3
YBX1P4	7q36.1	7
YBX1P5	5q13.2	5
YBX1P6	9q31.3	9
YBX1P7	2q21.2	2
YBX1P8	Xp11.3	X
YBX1P9	1q42.12	1
YBX1P10	9p13.3	9
YBX2	17p13.1	17
YBX2P1	10q26.13	10
YBX2P2	15q26.1	15
YBX3	12p13.2	12
YBX3P1	16p11.2	16
YDJC	22q11.21	22
YEATS2	3q27.1	3
YEATS2-AS1	3q27.1	3
YEATS4	12q15	12
YES1	18p11.32	18
YES1P1	22q12.1	22
YIF1A	11q13.2	11
YIF1B	19q13.2	19
YIPF1	1p32.3	1
YIPF2	19p13.2	19
YIPF3	6p21.1	6
YIPF4	2p22.3	2
YIPF5	5q31.3	5
YIPF6	Xq12-q13.1	X
YIPF7	4p12	4
YJEFN3	19p13.11	19
YJU2	19p13.3	19
YJU2B	19p13.13	19
YKT6	7p13	7
YLPM1	14q24.3	14
YME1L1	10p12.1	10
YME1L1P1	22q11.1	22
YOD1	1q32.1	1
YPEL1	22q11.21-q11.22	22
YPEL2	17q22	17
YPEL3	16p11.2	16
YPEL3-DT	16p11.2	16
YPEL4	11q12.1	11
YPEL5	2p23.1	2
YPEL5P1	1q25.3	1
YPEL5P2	11p11.2	11
YPEL5P3	12q23.1	12
YRDC	1p34.3	1
YRDCP1	9q22.32	9
YRDCP2	9q22.33	9
YRDCP3	21q22.2	21
YTHDC1	4q13.2	4
YTHDC2	5q22.2	5
YTHDF1	20q13.33	20
YTHDF1P1	5q15	5
YTHDF2	1p35.3	1
YTHDF2P1	14q21.1	14
YTHDF3	8q12.3	8
YTHDF3-DT	8q12.3	8
YTHDF3P1	3q21.2	3
YWHAA	reserved	reserved
YWHAB	20q13.12	20
YWHABP1	9p13.1	9
YWHABP2	11p15.1	11
YWHAD	reserved	reserved
YWHAE	17p13.3	17
YWHAEP1	7q11.21	7
